id,filename,message,pitch,wpm,noise_power,amplitude
6529.opus,6529.opus,НШ5ЮЬ0ЙЭК,1374,34,92,79
6530.opus,6530.opus,ЗАВКБХЫБД,921,30,24,96
6531.opus,6531.opus,ЭЦЭ28Я6Е0,566,33,14,77
6532.opus,6532.opus,8ПША8БШЫ,773,30,56,55
6533.opus,6533.opus,Х2Б#0ЦЪ# Щ,1003,32,31,68
6534.opus,6534.opus,А ЭЩЕЙЕУ,716,32,52,97
6535.opus,6535.opus,УБ6ШК3ФДЖ9,1100,32,97,95
6536.opus,6536.opus,ЪНЧ7#ЙЬХЗ,1441,31,49,78
6537.opus,6537.opus,1ЛО6ЭТО,1611,32,32,50
6538.opus,6538.opus,7УЖЖИСХЗЪ,971,32,16,69
6539.opus,6539.opus,1 ДЯ2ЩЩ Ы,560,33,36,49
6540.opus,6540.opus,75Х7ЯП9ФРЭ,1534,33,64,55
6541.opus,6541.opus,74ФЛАЬЭ,1661,32,57,93
6542.opus,6542.opus,ЦЩТШЩААЧ,1330,31,33,106
6543.opus,6543.opus,М8ВЖЮОЪ,2019,31,95,105
6544.opus,6544.opus,Ц НБЮТ#,1604,31,91,46
6545.opus,6545.opus,ГЭДД ЦЙ,1902,30,94,115
6546.opus,6546.opus,7ЮШХЮДЙ25Х,1562,30,37,32
6547.opus,6547.opus,ПО  Ы2ЯМД,1234,30,26,37
6548.opus,6548.opus,714А0АД,1141,31,74,60
6549.opus,6549.opus,ЪЩЭЗТ206Я,566,34,68,117
6550.opus,6550.opus,ЦДНМ7Ъ# ЩА,1154,31,47,34
6551.opus,6551.opus,АЧЭЬЪЩИ3У,1414,30,40,108
6552.opus,6552.opus,ЩЭЯФЬГ3И7Ц,701,34,62,72
6553.opus,6553.opus,9Л05ПТЧХБ,1434,30,67,89
6554.opus,6554.opus,7Н7НР9 БХ,1352,33,29,83
6555.opus,6555.opus,У15РБ 94,1626,32,11,102
6556.opus,6556.opus,66РДШ0ФЬТ,1850,31,23,35
6557.opus,6557.opus,4 ЬДЬ5Л2,1054,33,69,31
6558.opus,6558.opus,ЖАМЫ 13,741,32,82,51
6559.opus,6559.opus,2ЙЪЦГЪЩИЩ,1994,34,25,100
6560.opus,6560.opus,ШКЮ963Е,811,33,58,63
6561.opus,6561.opus,ЕУ8М1ЛИЫ2Ъ,1129,33,81,59
6562.opus,6562.opus,ЩЗ Ч8ЙД,1427,30,71,82
6563.opus,6563.opus,ПУ ЦАЬ9,1375,34,16,66
6564.opus,6564.opus,3Н4Ы8ХЮ,1481,31,14,92
6565.opus,6565.opus,О7Р792ЧЖ,979,31,94,95
6566.opus,6566.opus,ЯЩЕЩУШ26Е,2023,34,79,40
6567.opus,6567.opus,В ЖЯГНЪ,1886,30,86,89
6568.opus,6568.opus,33РЩЛ#3,1942,32,75,61
6569.opus,6569.opus,ЪЕУБ1В6,606,30,29,102
6570.opus,6570.opus,А9ЖТЛУЕГЧ,847,32,60,80
6571.opus,6571.opus,6ГЬА8ЛШ,2028,30,82,107
6572.opus,6572.opus,ШЭУ66ИФ3Ж,1226,30,24,93
6573.opus,6573.opus,ЮГ ЗЫ5К,672,30,26,97
6574.opus,6574.opus,Д7Э017УТКТ,1925,33,23,34
6575.opus,6575.opus,84ЫЬНД6ЯА,580,32,40,62
6576.opus,6576.opus,25Б ЯЩ7Д,692,30,99,32
6577.opus,6577.opus,318ЙТН8,1912,30,77,63
6578.opus,6578.opus,0СЛЪИЪСЧЗЧ,593,32,78,108
6579.opus,6579.opus,ПН 4ЧЖАХ,1505,32,90,100
6580.opus,6580.opus,М4Т0Ь9Э,1101,33,40,72
6581.opus,6581.opus,УУУ1С#ЮОЛ,1612,31,39,76
6582.opus,6582.opus,ТЬЫ1ЗЩИШ,1879,33,75,51
6583.opus,6583.opus,3ГБУЮ4ШЦ,1128,32,11,117
6584.opus,6584.opus,45ЪА5ЪС,1310,34,99,91
6585.opus,6585.opus,МИЯХЭ9ЕУ,1132,32,62,101
6586.opus,6586.opus,СЗЯЬЦЩЬК60,1457,32,99,61
6587.opus,6587.opus,В6ЙЯ4Ю1,1678,32,92,98
6588.opus,6588.opus,5ЬЯ ЛШН2Я,1014,34,85,56
6589.opus,6589.opus,С6 ФЧЛШ,999,30,95,33
6590.opus,6590.opus,#Ь7МЭБЦ,972,32,34,90
6591.opus,6591.opus,3ДГУУГО,827,32,62,63
6592.opus,6592.opus,9ЖЩЦШБМ,1508,33,98,115
6593.opus,6593.opus,88ЛОБ9ФГ6,1897,32,66,81
6594.opus,6594.opus,82ФЧИНБ0БЕ,1524,30,43,82
6595.opus,6595.opus,УН ЛАЙ7#,1483,31,14,88
6596.opus,6596.opus,ЬЧ4НЛ10ФИ,1004,30,47,36
6597.opus,6597.opus,П1ЧТЬХЕЮК#,948,30,98,60
6598.opus,6598.opus,ЯЫВИЦ0Ъ,1611,32,84,106
6599.opus,6599.opus,ФДА4ДМ7АЗЮ,1454,34,35,55
6600.opus,6600.opus,ДББ8ЖЮЩ4ПЖ,953,34,36,102
6601.opus,6601.opus,СЮУКЭИ#,1103,32,97,116
6602.opus,6602.opus,ОЯОЪОТШБГ2,888,33,16,47
6603.opus,6603.opus,85К2К2ИЧЕ,686,31,52,89
6604.opus,6604.opus,ЯКШРИМ5ЙВ5,1903,32,16,104
6605.opus,6605.opus,КВ РБВ#5,1172,31,76,113
6606.opus,6606.opus,1ЩЬ ЦЙЕИЛЗ,1058,33,91,118
6607.opus,6607.opus,1 ФГА6Щ5О,918,31,53,48
6608.opus,6608.opus,2ТЮНХВИ,1881,33,14,94
6609.opus,6609.opus,2ШДДЖ8#,1103,33,79,53
6610.opus,6610.opus,АТЪИЕ9Щ,614,33,21,38
6611.opus,6611.opus,2ВКФДАЖГ,1495,31,86,57
6612.opus,6612.opus,Я2Н4П5ЫЕ,696,33,44,53
6613.opus,6613.opus,ИВУУЫЭЪЭ,1432,32,20,46
6614.opus,6614.opus,Ю8РЧ31АР2,678,33,84,96
6615.opus,6615.opus,ББЧЙИЬШН,1290,31,77,105
6616.opus,6616.opus,ШР2НУЧЯП,1943,30,40,75
6617.opus,6617.opus,ИЛЪЖЛКРУ,776,34,36,47
6618.opus,6618.opus,ИЪФНМЧ6,1303,33,94,112
6619.opus,6619.opus,АЗНОР8КЯ,1148,31,80,60
6620.opus,6620.opus,4Ъ0ОЧБО78,1924,33,83,37
6621.opus,6621.opus,ЖЯЖПК16Н1,1422,34,69,109
6622.opus,6622.opus,0ОШ ЫИ ,1121,33,48,111
6623.opus,6623.opus,ПАЫЩЗ1КЗ,1420,30,83,87
6624.opus,6624.opus,ШЬОМЙ77,1834,30,64,104
6625.opus,6625.opus,ЕХКВМ62,526,34,64,106
6626.opus,6626.opus,ДЕБ67Я1С0,1426,31,53,90
6627.opus,6627.opus,УШНГОТ6ПИН,1058,33,33,50
6628.opus,6628.opus,19#Ю53Ь19,1264,30,41,116
6629.opus,6629.opus,ЬЧЯГЦ 3ХЦУ,1825,34,85,85
6630.opus,6630.opus,ИДЭБЧР#Ы,1714,32,64,111
6631.opus,6631.opus,ШВЯ67ЫЬП,1091,30,77,100
6632.opus,6632.opus,Ж3Й82Ц7А,956,31,75,64
6633.opus,6633.opus,М8800ЮГ,1412,34,56,81
6634.opus,6634.opus,ЕСИЛ#ЯУП,1931,30,16,54
6635.opus,6635.opus,НЬ6ЫДЕТЭ9,1464,33,15,115
6636.opus,6636.opus,10ФЕ 3МИХ,1755,30,52,80
6637.opus,6637.opus,5ГК ТГЦ,1420,30,29,95
6638.opus,6638.opus,ЗФН ИИАЗАФ,1206,30,17,112
6639.opus,6639.opus,ЕЙУПШЗБ29Е,523,31,23,96
6640.opus,6640.opus,Е06ФППЯ8,604,30,27,86
6641.opus,6641.opus,СИ081НЭ8П,1512,33,96,83
6642.opus,6642.opus,19ШБВСГ,870,30,70,114
6643.opus,6643.opus,А#В З#О4,1603,34,70,60
6644.opus,6644.opus,#Б8ЗЛФЫТЛ,1274,30,59,68
6645.opus,6645.opus,8ЕЮ2О81ЖБ8,1979,34,95,58
6646.opus,6646.opus,Б БП6ЩЮ,1956,32,57,47
6647.opus,6647.opus,Д86ЮЯАТ0ЦЯ,1514,30,68,106
6648.opus,6648.opus,Л0ФЬЭВИХ80,885,32,85,60
6649.opus,6649.opus,#37ЙЪ Ф52,716,31,20,78
6650.opus,6650.opus,МХ0ХЯВЙС,982,33,21,111
6651.opus,6651.opus,7ТЮЪ9Х0,2024,30,10,45
6652.opus,6652.opus,ЫЗЬ51ЦЧЙЗЬ,1995,31,33,37
6653.opus,6653.opus,Л0ДОЭ 2ШЭЦ,1878,34,21,61
6654.opus,6654.opus,ЖУЭЕ#26,768,34,86,51
6655.opus,6655.opus,ЩЪНУ5В6В,971,31,37,74
6656.opus,6656.opus,Я9ЮЬЪЪЩ#Н,761,32,41,100
6657.opus,6657.opus,СЪ8ЪЪР5#,1806,33,19,82
6658.opus,6658.opus,КЧРСЯР3ЩГ,679,30,55,95
6659.opus,6659.opus,РН1 7Г2З#,1962,33,91,45
6660.opus,6660.opus,ГЦ4ЯШ1ЭЩКЩ,866,34,68,34
6661.opus,6661.opus,ЩЙСШЕЛЖДБ,1128,34,75,62
6662.opus,6662.opus,85ЪТ4ЭП7Д1,1910,33,60,48
6663.opus,6663.opus,Щ4ВЬВ5МФ,1673,33,43,61
6664.opus,6664.opus,Ш235Г2ЛЫСК,959,31,68,107
6665.opus,6665.opus,К0НЧИЙО8П,1323,34,64,95
6666.opus,6666.opus,ЬФШИ ВХМ,1664,32,73,71
6667.opus,6667.opus,6О6АЙЕ6#АЛ,1411,34,71,104
6668.opus,6668.opus,Х ЫФОМНЧЖ6,1604,31,45,78
6669.opus,6669.opus,ХФГУХАК,1929,32,92,94
6670.opus,6670.opus,ЧБЮВД63,980,30,66,58
6671.opus,6671.opus,5КХЯ5ИМ4З5,1065,30,98,62
6672.opus,6672.opus,СУОЫЛБГК,1285,32,96,66
6673.opus,6673.opus,0 ИЗ2Т9Ж,1471,30,27,84
6674.opus,6674.opus,0ЧЙ9# С2 Ш,864,30,82,84
6675.opus,6675.opus,ВЦ4Я6570Ч,1341,33,71,80
6676.opus,6676.opus,ЦЫМ95АА,1812,31,12,76
6677.opus,6677.opus,КО3 4Ш 9,1591,31,85,77
6678.opus,6678.opus,7ЩДЭЪТО1ЪШ,1160,31,17,59
6679.opus,6679.opus,ЩЛН#Ю0АФ,889,34,97,64
6680.opus,6680.opus,Р4ЮСОЭГЫ,1172,32,11,47
6681.opus,6681.opus,8К3ФЬ1Е,1592,30,86,37
6682.opus,6682.opus,ЗЪ7СГМЭР66,1122,32,93,88
6683.opus,6683.opus,РОАСЪ58ДУЬ,1158,30,93,116
6684.opus,6684.opus,ЗЦЗ5МЯ7З,782,34,36,44
6685.opus,6685.opus,СБ5Ы8ЮНЭ4,1102,32,17,106
6686.opus,6686.opus,2ОЪ1ИНЖ,1854,31,74,44
6687.opus,6687.opus,ЯНЮ94С61,1629,30,49,39
6688.opus,6688.opus,Ц3 МХ0ЦЧИ0,632,32,17,42
6689.opus,6689.opus,ЗД ДТ#3Г,808,30,49,107
6690.opus,6690.opus,ЦР#ШПЕЗ,1971,30,81,30
6691.opus,6691.opus,ОЯФБ7ЬОН,1856,30,58,66
6692.opus,6692.opus,ЦДЦ7НЗМ,964,30,77,111
6693.opus,6693.opus,ЬЭЛГ47919,984,32,83,70
6694.opus,6694.opus,Ж60ГУЦ ЭО,1183,34,78,87
6695.opus,6695.opus,ИПЮСИЧБЛ,1767,32,72,85
6696.opus,6696.opus,9ФИЯКЕДМ,1361,32,82,31
6697.opus,6697.opus,ГЗ1ШПКА,1191,32,53,98
6698.opus,6698.opus,ВХПЭУФ6Ж,1882,34,42,105
6699.opus,6699.opus,6ЗЮЗПЫЖ,1280,33,40,60
6700.opus,6700.opus,ПЭ3В72Ъ7ПТ,1433,33,24,65
6701.opus,6701.opus,ВН Г2ДЖД,961,34,79,82
6702.opus,6702.opus,177#ШМКЛЖ,1073,31,78,118
6703.opus,6703.opus,НК1АЩ6ШЗВ3,1230,30,81,41
6704.opus,6704.opus,ШМЛ63УЦЪ,1774,30,36,105
6705.opus,6705.opus,#АФЮВ ЫКЩ,1575,31,43,77
6706.opus,6706.opus,ЗШКЭЖЯС,1644,34,64,58
6707.opus,6707.opus,ИЖЦЧМИПЖИЭ,1082,34,49,105
6708.opus,6708.opus,ЕБЯПЪЧЦЮ,1428,34,27,46
6709.opus,6709.opus,ЮААА ПТО,1904,34,53,117
6710.opus,6710.opus,ШЪЬ646ЦШ,1824,33,61,45
6711.opus,6711.opus,ЫЕНУ7УЫ,1677,31,34,65
6712.opus,6712.opus,ЬМХ677ИЫЯЕ,1380,31,88,101
6713.opus,6713.opus,Ы4 8ДОО,1695,32,46,33
6714.opus,6714.opus,7ЙЕНЧ#ПЮД,886,34,87,58
6715.opus,6715.opus,БЭСРЗКЬЙ4,1469,30,50,75
6716.opus,6716.opus,ПБ СЪТФЩ,1580,33,33,117
6717.opus,6717.opus,2СКЯВХЯНИ,517,31,37,46
6718.opus,6718.opus,#8ОЪЮХЬДП0,1294,31,73,65
6719.opus,6719.opus,Я 6Ь23Ж,1559,32,47,30
6720.opus,6720.opus,УДОА7ФХТЧУ,1104,33,48,44
6721.opus,6721.opus,МП4ЕКЧ Х,571,30,76,38
6722.opus,6722.opus,Ь73АЪ6ЬЫФЕ,536,33,25,68
6723.opus,6723.opus,РД#ЮКС 6,1387,34,24,50
6724.opus,6724.opus,ЕДЙВ8ЕФ,1272,30,66,83
6725.opus,6725.opus,Б6ТФ2ОР7С,1451,30,84,92
6726.opus,6726.opus,ЗЭЯДРНЩОЩ,1559,32,84,35
6727.opus,6727.opus,РРООЬАЬТЩ,1364,31,79,35
6728.opus,6728.opus,ЦЯХЦРЯИУЯ,1036,30,89,50
6729.opus,6729.opus,96 Д6ЩУ2НВ,1922,33,53,60
6730.opus,6730.opus,4ЖЮТ2ВВ,570,34,38,50
6731.opus,6731.opus,КНПШШ Е8Н,542,34,15,71
6732.opus,6732.opus,ЪПЫ4А17,1869,30,44,41
6733.opus,6733.opus,99Ы6ПВИ,645,33,13,40
6734.opus,6734.opus,ЗКФ8Й#ЧМ,1502,33,14,30
6735.opus,6735.opus,ЙДУ9УЭ4ЩЯЬ,1717,30,42,32
6736.opus,6736.opus,8О##42Э32,1524,33,24,102
6737.opus,6737.opus,5М2ЙЪЬ Х,1066,31,47,75
6738.opus,6738.opus,КЙХЫЫПЭО3В,723,34,53,110
6739.opus,6739.opus, Ю7ПН М,883,32,84,35
6740.opus,6740.opus,БФТШС4Ф,1627,34,71,101
6741.opus,6741.opus,ЬБНЧО2Ш,1090,32,35,95
6742.opus,6742.opus,ЬУГФГЩЪУ0,1378,34,67,82
6743.opus,6743.opus,ЧХЭКТЯЕ5Ц,741,33,85,53
6744.opus,6744.opus,БД13ХРФ,1843,33,86,75
6745.opus,6745.opus,ЮР01А 2П3О,1669,34,73,54
6746.opus,6746.opus,ЭТЯЯ095КНО,1094,31,12,104
6747.opus,6747.opus,ЭБ9КХКЧЕЧК,2027,34,81,81
6748.opus,6748.opus,6ЬШЦ59 ЭЛ3,1753,34,38,81
6749.opus,6749.opus,ЛМТЭБЗСП6,746,31,43,71
6750.opus,6750.opus,Я42ПЖРД,1866,30,80,118
6751.opus,6751.opus,СЖРИВТВ,1316,32,25,91
6752.opus,6752.opus,76УЩЗЦ1ЭЖ8,659,34,14,62
6753.opus,6753.opus,ТЩШВБЛЖ,1059,31,50,101
6754.opus,6754.opus,О#Б280ЯД,1134,31,94,66
6755.opus,6755.opus,ДЩХЮШ2З,723,34,85,45
6756.opus,6756.opus,ЪКЙШГКЗЛ4,1230,33,65,55
6757.opus,6757.opus,Ч8Н5ТВ3Ш,682,34,88,43
6758.opus,6758.opus,9ДЕФЮХЮ2Ш5,908,33,75,44
6759.opus,6759.opus,ЯЖЗИВСШ,938,32,59,107
6760.opus,6760.opus,ЯЯЛУМТЦ,1603,32,59,38
6761.opus,6761.opus,Э8Х3ШСГЩ,716,31,74,51
6762.opus,6762.opus,ФП3РШТ И,715,34,59,46
6763.opus,6763.opus,РСЯ5ТКЫ,1506,30,50,63
6764.opus,6764.opus,ЗОПС1ЯЗЛ,868,32,69,101
6765.opus,6765.opus,3АГ2ШЖЙОМЦ,1708,34,66,51
6766.opus,6766.opus,И1УФЪЬСЦ2,589,34,53,58
6767.opus,6767.opus,ЫТЖШОР1Й,1517,34,11,84
6768.opus,6768.opus,ОЙИ#КЕСЖЫ,1740,33,66,53
6769.opus,6769.opus,Ц#8ЯДЪАЦЙ,564,30,68,46
6770.opus,6770.opus,ЛЭШГПЪ9Ж,652,32,32,71
6771.opus,6771.opus,Я8ЭЕ9Ы5,1692,34,23,94
6772.opus,6772.opus,Ш564В2ГЭ,1184,31,16,77
6773.opus,6773.opus,Е#0Ж0ШП,555,31,19,115
6774.opus,6774.opus,0ЙЙГА3Н,1067,30,21,98
6775.opus,6775.opus,ГИ3А8ЗУ7ЩЛ,1168,34,31,107
6776.opus,6776.opus,ЮТДАЦО ПБ,2018,32,44,53
6777.opus,6777.opus,Ц5#ЬБСВ6К,1190,33,28,83
6778.opus,6778.opus,МЬЯЙЮ0 Э0,1933,34,34,32
6779.opus,6779.opus,ГД4А0РЭ,783,33,12,55
6780.opus,6780.opus,Я0Ж5ЛЮЬ89,1907,31,51,48
6781.opus,6781.opus,1 3МЮВЙ,1871,30,87,92
6782.opus,6782.opus,ЫЮЭЭШТЪУ25,880,31,87,82
6783.opus,6783.opus,9ОГЕ3ЫС,1541,34,54,30
6784.opus,6784.opus,ЙФГШП8Ь,1410,31,66,55
6785.opus,6785.opus,#Л З8#4,1402,34,91,71
6786.opus,6786.opus,У9П 03Ю,1063,31,71,37
6787.opus,6787.opus,8Ж#ДЬЫБЗК,1606,34,70,81
6788.opus,6788.opus,Ц6НС0ШГУ,988,31,75,93
6789.opus,6789.opus,9Л ЬШЬФЮКБ,990,32,56,63
6790.opus,6790.opus,Г#ЫЯКЛДЩ,1897,30,59,101
6791.opus,6791.opus,Ф ЪБ5НМЧ1О,697,34,71,61
6792.opus,6792.opus,ЪЭ 1 НИЕБ#,1812,30,98,36
6793.opus,6793.opus,5ЛЭЫЯХЬ,1512,30,65,111
6794.opus,6794.opus,2ЕЗРХИД,911,31,19,112
6795.opus,6795.opus,МСЩЕ8БШВМ,753,30,55,107
6796.opus,6796.opus,ЛЮРЕЗЖ3,767,34,43,63
6797.opus,6797.opus,Ь4К8ФИЛ,716,32,56,65
6798.opus,6798.opus,Ы6ТАЖЖТ,1099,31,94,57
6799.opus,6799.opus,#Й1ФУАЯЫЯ,938,34,67,69
6800.opus,6800.opus,ЕПЪ ДК0,1225,31,33,30
6801.opus,6801.opus,7РЩЗ415Ш,751,30,13,57
6802.opus,6802.opus,МЖПЬЖФ ШД,1543,32,50,48
6803.opus,6803.opus,ИЩЯГН0Я3,1061,32,53,86
6804.opus,6804.opus,ЧЮЩМШП4ОЗ,1315,33,27,47
6805.opus,6805.opus,ЛХН1 #З3,906,32,63,76
6806.opus,6806.opus,УЮ1ЦЙС Ф,950,30,99,106
6807.opus,6807.opus,ЯМЕ1ЧДЕ9НЧ,646,33,71,30
6808.opus,6808.opus,ЬЧЦВ7ДСЯЯ,1451,32,40,79
6809.opus,6809.opus,Б ЭД53  4Ц,1731,32,90,83
6810.opus,6810.opus,ЗЬ#ЖА9ННЧ,1822,34,50,44
6811.opus,6811.opus,2ЗЭ5СКИ,1295,34,74,109
6812.opus,6812.opus,ВХ ПУР6Ч,1867,33,19,42
6813.opus,6813.opus,8П4Ы 5ЛШКЗ,1675,33,86,41
6814.opus,6814.opus,Е2Д Д5ЙХ,1812,32,87,111
6815.opus,6815.opus,ЦЬЦСПАШ,1996,30,47,119
6816.opus,6816.opus,ОХДБМОЮИ,666,33,78,38
6817.opus,6817.opus,ЪЦВДХЩКЧ7Ъ,1022,30,57,59
6818.opus,6818.opus,ЗКЕИХЮТШ,969,31,71,113
6819.opus,6819.opus,К5З5#Э0ЬИ,574,32,23,113
6820.opus,6820.opus,Ь7Т9К6Р,1325,34,28,100
6821.opus,6821.opus,ХМ30ЭВ#Е,1677,33,73,66
6822.opus,6822.opus,6Ъ84ЛЯ9ЗЯ,1728,32,69,73
6823.opus,6823.opus,32Д7Д3 Р7Д,974,33,44,57
6824.opus,6824.opus,Г81Ю7Ц#ЯВХ,527,31,90,90
6825.opus,6825.opus,ИО6ОФ1ЧЙЕ6,1888,30,33,90
6826.opus,6826.opus,Э2ЗВКЭЭЛ,656,34,97,39
6827.opus,6827.opus,И РЭ ЩК,1076,33,12,45
6828.opus,6828.opus,03Р0ЕВЙЯ,2002,32,74,88
6829.opus,6829.opus,0МГСИХР,1676,34,29,84
6830.opus,6830.opus,6ЩР807И1Й,820,30,84,52
6831.opus,6831.opus,ИШЬЖЗЗ8,1731,32,24,34
6832.opus,6832.opus,9ЖЗНЬ#ТЖ,1442,32,80,113
6833.opus,6833.opus,Д ТХЬ3376,1804,34,43,110
6834.opus,6834.opus,РП#ЦЖХПЯ,1631,34,13,61
6835.opus,6835.opus,ЕИ75ТА91Ъ,1912,31,25,45
6836.opus,6836.opus,ЦГШЦЬНХСЛ,2016,30,87,118
6837.opus,6837.opus,3 НЭЦУХ1С,556,34,37,85
6838.opus,6838.opus,#Ф7 Р6Ш2,685,30,46,44
6839.opus,6839.opus,Й2ЬЫЗ8Ь,1454,32,67,92
6840.opus,6840.opus,ЦУЦЦВЙ4Х2У,964,32,29,85
6841.opus,6841.opus,УОШ9ШЕК,1474,32,40,45
6842.opus,6842.opus,8Ш760ФШ,1910,34,73,49
6843.opus,6843.opus,ЯО7 Я  Я6,1373,30,51,33
6844.opus,6844.opus,УКЧЕУ5Ф,1772,30,95,52
6845.opus,6845.opus,9Л6Ф7МТМШ3,978,34,12,63
6846.opus,6846.opus,ША6МБЪВ,1423,31,33,105
6847.opus,6847.opus,#4С ЮЖ ОЯЪ,1572,32,30,39
6848.opus,6848.opus,БСЮ  У0ЫЬ5,1662,33,34,100
6849.opus,6849.opus,НМИЙЬЪЯМ,1437,34,18,34
6850.opus,6850.opus,ЩЛ ШКРГРЧД,1134,30,70,77
6851.opus,6851.opus,ВРЙП0Н1Я,1771,32,12,108
6852.opus,6852.opus,2ЬМШВ610Е,516,32,31,103
6853.opus,6853.opus,А6889ЮОЕ О,1134,32,55,74
6854.opus,6854.opus,АКЬЫХА7,1716,31,78,103
6855.opus,6855.opus,19Ъ 4ШЩ,936,31,28,38
6856.opus,6856.opus,ТСЬАЧШИ,1083,32,46,47
6857.opus,6857.opus,И#ПЧГ7Ж#Я,1124,34,40,106
6858.opus,6858.opus,ИЖБРЛЕЙФ#Й,1627,32,67,83
6859.opus,6859.opus,ЗШ#ШИ66Ы,1593,31,39,91
6860.opus,6860.opus,К9ЯЭ7ЮВЭП,949,33,90,67
6861.opus,6861.opus,Ю514Ю6Э,560,32,19,54
6862.opus,6862.opus,ЛО1ВХЩД,1291,34,73,57
6863.opus,6863.opus,ЫХВ8481ТЭЛ,1676,32,12,107
6864.opus,6864.opus,ДЕ СЦЧЖ,1899,31,44,80
6865.opus,6865.opus,Ъ2ШГЪЬ8БЫЭ,1168,33,91,74
6866.opus,6866.opus,ПХМ05ЭОМ,808,33,25,75
6867.opus,6867.opus,ФУ6ЭВШФ ГХ,811,32,43,66
6868.opus,6868.opus,ДВ0МЛАУ,1086,34,37,80
6869.opus,6869.opus,ВТПОДФ#,540,33,62,72
6870.opus,6870.opus,ЯАЪЯНЗГЦЖ,1808,34,15,75
6871.opus,6871.opus,#6ЮК97АРД,1582,30,76,31
6872.opus,6872.opus,Ы 8ВЭ1В6ЗР,1278,33,35,40
6873.opus,6873.opus,БЕКЗ598ВК,553,31,38,76
6874.opus,6874.opus,ЫН2ЫВШ1Ь,1083,34,10,60
6875.opus,6875.opus,3ЧЦЯФКИ,1301,33,57,55
6876.opus,6876.opus,АЮШЭФНЧ,1803,30,80,62
6877.opus,6877.opus,2РЯ7Т ШЫИР,982,30,65,87
6878.opus,6878.opus,5Б#9А7ТМЮ,1699,31,83,42
6879.opus,6879.opus,СМИ Ю0РЖЫ,1314,33,70,71
6880.opus,6880.opus,ОАО 7КБЙЗ,1731,32,54,112
6881.opus,6881.opus,Ю5БГС6НН,1691,33,71,100
6882.opus,6882.opus,О#ЖТЮ Е8,1654,30,13,43
6883.opus,6883.opus,МГ 20Б20,1187,32,70,103
6884.opus,6884.opus,А#РБГЦИЪ0Е,740,30,68,105
6885.opus,6885.opus,3МККТЖ0МЩЫ,1554,34,26,59
6886.opus,6886.opus,ГЗЫ5КНЕ3Ю,1910,31,44,70
6887.opus,6887.opus,6ПЬЪРЗК,1952,30,79,83
6888.opus,6888.opus,ЧЬЬ6ПЪ2Ь,1637,33,40,63
6889.opus,6889.opus,О8ГГЩЙЧУ,1717,34,94,101
6890.opus,6890.opus,ЫБР70ЩКФ3,1166,33,66,70
6891.opus,6891.opus,ЩРМ5ЧПГ,1657,33,64,52
6892.opus,6892.opus,ФЪПЯТЧЕ6,1729,30,97,107
6893.opus,6893.opus,М9ЭОУ2Ю9Ц,2015,31,92,70
6894.opus,6894.opus,ЩЧ39СЙ3Ш,1517,30,36,39
6895.opus,6895.opus,ОО БОДХШ#,779,31,12,45
6896.opus,6896.opus,ЕЗАЪФРНБЯЩ,738,34,46,109
6897.opus,6897.opus,8ЕДБК585,918,33,97,84
6898.opus,6898.opus,35ХЦЭЬ8Х,2036,34,94,110
6899.opus,6899.opus,7ИШНД9Ы8#В,1187,31,98,90
6900.opus,6900.opus,ШОЕ2ЯР#СЖ,1904,31,81,39
6901.opus,6901.opus,Ж7#ЦК ФПКЙ,1506,31,89,86
6902.opus,6902.opus,0АШШЩТ2,563,31,57,71
6903.opus,6903.opus,ЭЩР2ЛФЮЯЫХ,693,30,83,73
6904.opus,6904.opus,Ь9Д6Ъ2Ц#,1626,31,84,92
6905.opus,6905.opus,ЪГ2Ш7 6ШРЙ,2025,34,34,72
6906.opus,6906.opus,ХИХНВЯТ,1603,30,54,55
6907.opus,6907.opus,31ИД3ЦШШ,1487,32,18,64
6908.opus,6908.opus,ЧЗТОРУ4,1040,31,88,37
6909.opus,6909.opus,К5БНЪ0О,1111,34,65,99
6910.opus,6910.opus,3Ц1Ь28С,532,34,84,82
6911.opus,6911.opus,Ш2Г82ЛС,1890,33,75,44
6912.opus,6912.opus,СБГР5ЛЬЬАИ,1574,34,51,41
6913.opus,6913.opus,ИБШ7Ф3338,1031,34,94,93
6914.opus,6914.opus,П8Т3П91,2019,34,35,85
6915.opus,6915.opus,#210НБР#ЕЩ,660,34,14,113
6916.opus,6916.opus,Р18ЙАЕЫК,1918,33,40,97
6917.opus,6917.opus,7ЗАЕДУЬТ,1143,34,19,44
6918.opus,6918.opus,ХЫЛ1У Б9Э,1297,32,25,89
6919.opus,6919.opus,РХ1ЕЯ А3ЕЧ,1894,31,15,108
6920.opus,6920.opus,ЫЙДГУЦЛ,1677,30,88,39
6921.opus,6921.opus,1ФОЮЗ#Т,1799,34,10,84
6922.opus,6922.opus,ЖВАЖТИФА7Я,1393,34,57,70
6923.opus,6923.opus,РМ4АЫЬ 8ЖЫ,1520,34,22,115
6924.opus,6924.opus,АТЫ2ЬД0ЛМЬ,1457,31,27,95
6925.opus,6925.opus,#ТЬЦА30,810,30,23,87
6926.opus,6926.opus,ТЭНЫЫ6ЮШВЖ,811,33,19,84
6927.opus,6927.opus,МРЭ8ОЙЕ,1016,30,34,75
6928.opus,6928.opus,22О9М С,1175,32,33,45
6929.opus,6929.opus,Ш1ЪХНКТЦ2,685,34,38,57
